pathway,source,interactiontype,target
NComplement and coagulation cascades,C00471,activation,C5
NComplement and coagulation cascades,SERPIND1*SERPINC1*SERPINA5*SERPINE2,inhibition,C00752
NComplement and coagulation cascades,C00752,activation,C3
NComplement and coagulation cascades,A2M,inhibition,C00752
NComplement and coagulation cascades,C00752,activation,C5
NComplement and coagulation cascades,C22547,activation,F2R
NComplement and coagulation cascades,SERPINA5,inhibition,C22547
NComplement and coagulation cascades,C1QA*C1QB*C1QC*C1R*C1S,activation,C4B_2*hsa:110384692*C4A*C4B
NComplement and coagulation cascades,CD59,inhibition,C22545
NComplement and coagulation cascades,C1QA*C1QB*C1QC*C1R*C1S,activation,C2
NComplement and coagulation cascades,CLU,inhibition,C22545
NComplement and coagulation cascades,MBL2*MASP2*MASP1,activation,C4B_2*hsa:110384692*C4A*C4B
NComplement and coagulation cascades,VTN,inhibition,C22545*C6*C7*C8A*C8B*C8G*C9
NComplement and coagulation cascades,MBL2*MASP2*MASP1,activation,C2
NComplement and coagulation cascades,C4B_2*hsa:110384692*C4A*C4B,activation,C22542*C22531
NComplement and coagulation cascades,C2,activation,C22542*C22531
NComplement and coagulation cascades,C22542*C22531,activation,C3
NComplement and coagulation cascades,C3,activation,C22539
NComplement and coagulation cascades,CFD,activation,C22539*CFB
NComplement and coagulation cascades,C22539*C22540,activation,C3
NComplement and coagulation cascades,C3,activation,C22533
NComplement and coagulation cascades,CFD,activation,C22533*CFB
NComplement and coagulation cascades,C22539*CFD,activation,C22539*C22540
NComplement and coagulation cascades,CFD*C22533,activation,C22533*C22540
NComplement and coagulation cascades,C22533*C22540,activation,C3
NComplement and coagulation cascades,C3,activation,C22533
NComplement and coagulation cascades,C3,activation,C02002
NCoronavirus disease - COVID-19,hsa:102723407,binding/association,FCGR2A
NCoronavirus disease - COVID-19,ISG15,binding/association,IFIH1
NCoronavirus disease - COVID-19,STING1,binding/association,TBK1
NCoronavirus disease - COVID-19,IFNAR1*IFNAR2,binding/association,JAK1*TYK2
NCoronavirus disease - COVID-19,STAT1,binding/association,IRF9
NCoronavirus disease - COVID-19,STAT2,binding/association,IRF9
NCoronavirus disease - COVID-19,hsa:102723407,binding/association,C1QA*C1QB*C1QC*C1R*C1S
NCoronavirus disease - COVID-19,ACE2,missing interaction,C15850
NCoronavirus disease - COVID-19,C15850,missing interaction,MAS1
NCoronavirus disease - COVID-19,TNFRSF1A,activation$indirect effect,NFKBIA*NFKBIB
NCoronavirus disease - COVID-19,FCGR2A,activation$indirect effect,MAPK14*MAPK1*MAPK3*MAPK11*MAPK13*MAPK12
NCoronavirus disease - COVID-19,MAP3K7,activation$indirect effect,MAPK8*MAPK9*MAPK10
NCoronavirus disease - COVID-19,C5AR1,activation$indirect effect,SELP
NCoronavirus disease - COVID-19,C5AR1,activation$indirect effect,VWF
NCoronavirus disease - COVID-19,NFKB1*RELA,expression,TNF
NCoronavirus disease - COVID-19,NFKB1*RELA,expression,IL6
NCoronavirus disease - COVID-19,NFKB1*RELA,expression,IL1B
NCoronavirus disease - COVID-19,NFKB1*RELA,expression,IL12A*IL12B
NCoronavirus disease - COVID-19,NFKB1*RELA,expression,MMP3
NCoronavirus disease - COVID-19,NFKB1*RELA,expression,MMP1
NCoronavirus disease - COVID-19,NFKB1*RELA,expression,CCL2
NCoronavirus disease - COVID-19,NFKB1*RELA,expression,CXCL8
NCoronavirus disease - COVID-19,NFKB1*RELA,expression,TNF
NCoronavirus disease - COVID-19,NFKB1*RELA,expression,IL6
NCoronavirus disease - COVID-19,NFKB1*RELA,expression,IL1B
NCoronavirus disease - COVID-19,NFKB1*RELA,expression,IL12A*IL12B
NCoronavirus disease - COVID-19,NFKB1*RELA,expression,NLRP3
NCoronavirus disease - COVID-19,IRF3,expression,IFNA1*IFNA2*IFNA4*IFNA5*IFNA6*IFNA7*IFNA8*IFNA10*IFNA13*IFNA14*IFNA16*IFNA17*IFNA21
NCoronavirus disease - COVID-19,IRF3,expression,IFNB1
NCoronavirus disease - COVID-19,IRF9,expression,ADAR
NCoronavirus disease - COVID-19,IRF9,expression,OAS1*OAS2*OAS3
NCoronavirus disease - COVID-19,IRF9,expression,MX1*MX2
NCoronavirus disease - COVID-19,IRF9,expression,EIF2AK2
NCoronavirus disease - COVID-19,ISG15,binding/association,IRF3
NCoronavirus disease - COVID-19,C00873,activation,C02135
NCoronavirus disease - COVID-19,MAPK8*MAPK9*MAPK10,activation$phosphorylation,FOS*JUN
NCoronavirus disease - COVID-19,MAP3K7,activation$phosphorylation,CHUK*IKBKB*IKBKG
NCoronavirus disease - COVID-19,CHUK*IKBKB*IKBKG,activation$phosphorylation,NFKBIA*NFKBIB
NCoronavirus disease - COVID-19,C02135,activation,AGTR1
NCoronavirus disease - COVID-19,IKBKE*TBK1,activation$phosphorylation,IRF3
NCoronavirus disease - COVID-19,CYBB,activation,C00704*C00027
NCoronavirus disease - COVID-19,JAK1*TYK2,activation$phosphorylation,STAT1
NCoronavirus disease - COVID-19,C00704*C00027,activation,NFKB1*RELA
NCoronavirus disease - COVID-19,JAK1*TYK2,activation$phosphorylation,STAT2
NCoronavirus disease - COVID-19,ADAM17,activation,TNF
NCoronavirus disease - COVID-19,C00046,missing interaction,RPL17-C18orf32*RPL36A-HNRNPH2*RPL35*RPL10L*RPL22L1*RPL13A*RPL36*RPL10A*RPL26L1*RSL24D1*RPL3*RPL3L*RPL4*RPL5*RPL6*RPL7*RPL7A*RPL8*RPL9*RPL10*RPL11*RPL12*RPL13*RPL15*RPL17*RPL18*RPL18A*RPL19*RPL21*RPL22*RPL23A*RPL24*RPL26*RPL27*RPL30*RPL27A*RPL28*RPL29*RPL31*RPL32*RPL34*RPL35A*RPL36AL*RPL37*RPL37A*RPL38*RPL39*RPL41*RPL36A*RPLP0*RPLP1*RPLP2*UBA52*RPL14*RPL23*RPS10-NUDT3*hsa:102723573*hsa:102724737*RPS4Y2*FAU*RPSAP58*RPSA*RPS27L*RPS2*RPS3*RPS3A*RPS4X*RPS4Y1*RPS5*RPS6*RPS7*RPS8*RPS9*RPS10*RPS11*RPS12*RPS13*RPS14*RPS15*RPS15A*RPS16*RPS17*RPS18*RPS19*RPS20*RPS21*RPS23*RPS24*RPS25*RPS26*RPS27*RPS27A*RPS28*RPS29
NCoronavirus disease - COVID-19,ADAM17,activation,HBEGF
NCoronavirus disease - COVID-19,NFKB1*RELA,expression,IL6
NCoronavirus disease - COVID-19,ADAM17,activation,IL6R
NCoronavirus disease - COVID-19,CASP1,activation,IL1B
NCoronavirus disease - COVID-19,TNF,activation,TNFRSF1A
NCoronavirus disease - COVID-19,HBEGF,activation,EGFR
NCoronavirus disease - COVID-19,IL6,activation,IL6R
NCoronavirus disease - COVID-19,IL6R,activation,IL6ST
NCoronavirus disease - COVID-19,IL6ST,activation,JAK1
NCoronavirus disease - COVID-19,JAK1,activation,STAT3
NCoronavirus disease - COVID-19,STAT3,activation,NFKB1*RELA
NCoronavirus disease - COVID-19,IL6,activation,IL6ST*IL6R
NCoronavirus disease - COVID-19,IL6ST*IL6R,activation,JAK1
NCoronavirus disease - COVID-19,JAK1,activation,STAT3
NCoronavirus disease - COVID-19,FCGR2A,activation,SYK
NCoronavirus disease - COVID-19,SYK,activation,P3R3URF-PIK3R3*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3
NCoronavirus disease - COVID-19,SYK,activation,PLCG1*PLCG2
NCoronavirus disease - COVID-19,PLCG1*PLCG2,activation,C00165
NCoronavirus disease - COVID-19,C00165,activation,PRKCA*PRKCB*PRKCG
NCoronavirus disease - COVID-19,TLR2*TLR4,activation,MYD88
NCoronavirus disease - COVID-19,MYD88,activation,IRAK1*IRAK4
NCoronavirus disease - COVID-19,IRAK1*IRAK4,activation,TRAF6
NCoronavirus disease - COVID-19,TRAF6,activation,TAB2*MAP3K7
NCoronavirus disease - COVID-19,TLR7*TLR8,activation,IRAK1*IRAK4
NCoronavirus disease - COVID-19,TLR3,activation,TRAF3
NCoronavirus disease - COVID-19,DDX58,activation,MAVS
NCoronavirus disease - COVID-19,IFIH1,activation,MAVS
NCoronavirus disease - COVID-19,MAVS,activation,TRAF3
NCoronavirus disease - COVID-19,TRAF3,activation,IKBKE*TBK1
NCoronavirus disease - COVID-19,CGAS,activation,C20640
NCoronavirus disease - COVID-19,C20640,activation,STING1
NCoronavirus disease - COVID-19,TBK1,activation,IRF3
NCoronavirus disease - COVID-19,CFB,activation,C3
NCoronavirus disease - COVID-19,CFD,activation,C3
NCoronavirus disease - COVID-19,MASP1,activation,CFD
NCoronavirus disease - COVID-19,C1QA*C1QB*C1QC*C1R*C1S,activation,C2
NCoronavirus disease - COVID-19,C1QA*C1QB*C1QC*C1R*C1S,activation,C4B_2*hsa:110384692*C4A*C4B
NCoronavirus disease - COVID-19,MASP2*MASP1,activation,MASP1
NCoronavirus disease - COVID-19,MBL2,activation,MASP2*MASP1
NCoronavirus disease - COVID-19,MASP2*MASP1,activation,F2
NCoronavirus disease - COVID-19,F2,activation,F13A1*F13B
NCoronavirus disease - COVID-19,C6*C7*C8A*C8B*C8G*C9,activation,C5*C6*C7*C8A*C8B*C8G*C9
NCoronavirus disease - COVID-19,C5,activation,C5*C6*C7*C8A*C8B*C8G*C9
NCoronavirus disease - COVID-19,C5,activation,C5AR1
NCoronavirus disease - COVID-19,C3,activation,C3AR1
NCortisol synthesis and secretion,KCNK2,activation$indirect effect,CACNA1I*CACNA1H*CACNA1G
NCortisol synthesis and secretion,PRKACA*PRKACB*PRKACG,activation,PBX1
NCortisol synthesis and secretion,NR0B1,inhibition,NR5A1
NCortisol synthesis and secretion,PRKACA*PRKACB*PRKACG,activation,CREB3*CREB1*ATF2*ATF6B*CREB3L4*ATF4*CREB3L2*CREB3L3*CREB3L1*CREB5
NCortisol synthesis and secretion,AGT,activation,AGTR1
NCortisol synthesis and secretion,NR5A1,expression,CYP11B1
NCortisol synthesis and secretion,AGTR1,activation,GNA11*GNAQ
NCortisol synthesis and secretion,NR5A1,expression,CYP17A1
NCortisol synthesis and secretion,GNA11*GNAQ,activation,PLCB1*PLCB2*PLCB3*PLCB4
NCortisol synthesis and secretion,NR5A1,expression,STAR
NCortisol synthesis and secretion,PLCB1*PLCB2*PLCB3*PLCB4,activation,C01245
NCortisol synthesis and secretion,NR5A1,expression,NCEH1
NCortisol synthesis and secretion,C01245,activation,ITPR1*ITPR2*ITPR3
NCortisol synthesis and secretion,NR4A1,expression,CYP11B1
NCortisol synthesis and secretion,MC2R,activation,GNAS
NCortisol synthesis and secretion,NR4A1,expression,CYP17A1
NCortisol synthesis and secretion,GNAS,activation,ADCY1*ADCY2*ADCY3*ADCY5*ADCY6*ADCY7*ADCY8*ADCY9*ADCY4
NCortisol synthesis and secretion,NR4A1,expression,STAR
NCortisol synthesis and secretion,ADCY1*ADCY2*ADCY3*ADCY5*ADCY6*ADCY7*ADCY8*ADCY9*ADCY4,activation,C00575
NCortisol synthesis and secretion,NR4A1,expression,NCEH1
NCortisol synthesis and secretion,C00575,activation,PRKACA*PRKACB*PRKACG
NCortisol synthesis and secretion,SP1,expression,CYP11B1
NCortisol synthesis and secretion,CREB3*CREB1*ATF2*ATF6B*CREB3L4*ATF4*CREB3L2*CREB3L3*CREB3L1*CREB5,expression,STAR
NCortisol synthesis and secretion,SP1,expression,CYP17A1
NCortisol synthesis and secretion,POMC,activation,MC2R
NCortisol synthesis and secretion,SP1,expression,STAR
NCortisol synthesis and secretion,MC2R,binding/association,MRAP
NCortisol synthesis and secretion,SP1,expression,NCEH1
NCortisol synthesis and secretion,MC2R,binding/association,MRAP
NCortisol synthesis and secretion,PBX1,expression,CYP11B1
NCortisol synthesis and secretion,PRKACA*PRKACB*PRKACG,inhibition,KCNK2
NCortisol synthesis and secretion,PBX1,expression,CYP17A1
NCortisol synthesis and secretion,GNA11*GNAQ,inhibition$indirect effect,KCNK2
NCortisol synthesis and secretion,PBX1,expression,STAR
NCortisol synthesis and secretion,C00076,inhibition,KCNK2
NCortisol synthesis and secretion,PBX1,expression,NCEH1
NCortisol synthesis and secretion,PRKACA*PRKACB*PRKACG,activation,NR5A1
NCortisol synthesis and secretion,CREB3*CREB1*ATF2*ATF6B*CREB3L4*ATF4*CREB3L2*CREB3L3*CREB3L1*CREB5,expression,CYP11B1
NCortisol synthesis and secretion,PRKACA*PRKACB*PRKACG,activation,NR4A1
NCortisol synthesis and secretion,CREB3*CREB1*ATF2*ATF6B*CREB3L4*ATF4*CREB3L2*CREB3L3*CREB3L1*CREB5,expression,CYP17A1
NCortisol synthesis and secretion,PRKACA*PRKACB*PRKACG,activation,SP1
NCortisol synthesis and secretion,CREB3*CREB1*ATF2*ATF6B*CREB3L4*ATF4*CREB3L2*CREB3L3*CREB3L1*CREB5,expression,NCEH1
NCushing syndrome,CREB3*CREB1*ATF2*ATF6B*CREB3L4*ATF4*CREB3L2*CREB3L3*CREB3L1*CREB5,expression,NCEH1
NCushing syndrome,GNAS,activation,ADCY1*ADCY2*ADCY3*ADCY5*ADCY6*ADCY7*ADCY8*ADCY9*ADCY4
NCushing syndrome,PRKACA*PRKACB*PRKACG,activation,CREB3*CREB1*ATF2*ATF6B*CREB3L4*ATF4*CREB3L2*CREB3L3*CREB3L1*CREB5
NCushing syndrome,NR4A1,expression,POMC
NCushing syndrome,FZD10*FZD2*FZD5*FZD3*FZD1*FZD4*FZD6*FZD7*FZD8*FZD9,activation,DVL1*DVL2*DVL3
NCushing syndrome,PRKACA*PRKACB*PRKACG,activation,SP1
NCushing syndrome,ADCY1*ADCY2*ADCY3*ADCY5*ADCY6*ADCY7*ADCY8*ADCY9*ADCY4,activation,C00575
NCushing syndrome,NR5A1,expression,CYP11B1
NCushing syndrome,GNAI1*GNAI2*GNAI3,inhibition,ADCY1*ADCY2*ADCY3*ADCY5*ADCY6*ADCY7*ADCY8*ADCY9*ADCY4
NCushing syndrome,DVL1*DVL2*DVL3,inhibition,GSK3B
NCushing syndrome,C00575,activation,PRKACA*PRKACB*PRKACG
NCushing syndrome,NR5A1,expression,CYP17A1
NCushing syndrome,RASD1,missing interaction,GNAI1*GNAI2*GNAI3
NCushing syndrome,GSK3B,inhibition$phosphorylation,CTNNB1*AXIN1*AXIN2*APC2*APC
NCushing syndrome,CREB3*CREB1*ATF2*ATF6B*CREB3L4*ATF4*CREB3L2*CREB3L3*CREB3L1*CREB5,expression,STAR
NCushing syndrome,NR5A1,expression,STAR
NCushing syndrome,MEN1*WDR5*KMT2A*WDR5B*RBBP5*KMT2D*ASH2L,expression,CDKN2C
NCushing syndrome,CTNNB1*AXIN1*AXIN2*APC2*APC,activation,LEF1*TCF7*TCF7L2*TCF7L1
NCushing syndrome,CRH,activation,CRHR1*CRHR2
NCushing syndrome,NR5A1,expression,NCEH1
NCushing syndrome,MEN1*WDR5*KMT2A*WDR5B*RBBP5*KMT2D*ASH2L,expression,CDKN2B
NCushing syndrome,C07557,binding/association,AIPL1*AIP*AHR
NCushing syndrome,WNT16*WNT4*WNT1*WNT2*WNT3*WNT5A*WNT6*WNT7A*WNT7B*WNT8A*WNT8B*WNT10B*WNT11*WNT2B*WNT9A*WNT9B*WNT10A*WNT5B*WNT3A,activation,FZD10*FZD2*FZD5*FZD3*FZD1*FZD4*FZD6*FZD7*FZD8*FZD9
NCushing syndrome,CRHR1*CRHR2,activation,GNAS
NCushing syndrome,NR4A1,expression,CYP11B1
NCushing syndrome,MEN1*WDR5*KMT2A*WDR5B*RBBP5*KMT2D*ASH2L,expression,CDKN2A
NCushing syndrome,ARNT*AHR,expression,CDKN1B
NCushing syndrome,PRKACA*PRKACB*PRKACG,activation,PBX1
NCushing syndrome,GNAS,activation,ADCY1*ADCY2*ADCY3*ADCY5*ADCY6*ADCY7*ADCY8*ADCY9*ADCY4
NCushing syndrome,NR4A1,expression,CYP17A1
NCushing syndrome,MEN1*WDR5*KMT2A*WDR5B*RBBP5*KMT2D*ASH2L,expression,CDKN1B
NCushing syndrome,C00076,inhibition,KCNK2
NCushing syndrome,ADCY1*ADCY2*ADCY3*ADCY5*ADCY6*ADCY7*ADCY8*ADCY9*ADCY4,activation,C00575
NCushing syndrome,NR4A1,expression,STAR
NCushing syndrome,CDKN2C,inhibition,CCND1*CDK4*CDK6
NCushing syndrome,AGT,activation,AGTR1
NCushing syndrome,C00575,activation,PRKACA*PRKACB*PRKACG
NCushing syndrome,NR4A1,expression,NCEH1
NCushing syndrome,CDKN2B,inhibition,CCND1*CDK4*CDK6
NCushing syndrome,PRKACA*PRKACB*PRKACG,activation,CACNA1C*CACNA1D*CACNA1F*CACNA1S
NCushing syndrome,SP1,expression,CYP11B1
NCushing syndrome,CDKN2A,inhibition,CCND1*CDK4*CDK6
NCushing syndrome,C00076,activation,CAMK2A*CAMK2B*CAMK2D*CAMK2G
NCushing syndrome,SP1,expression,CYP17A1
NCushing syndrome,CDKN1B,inhibition,CDK2*CCNE1*CCNE2
NCushing syndrome,CAMK2A*CAMK2B*CAMK2D*CAMK2G,activation,RAP1A*RAP1B
NCushing syndrome,SP1,expression,STAR
NCushing syndrome,CDKN1A,inhibition,CDK2*CCNE1*CCNE2
NCushing syndrome,RAP1A*RAP1B,activation,BRAF
NCushing syndrome,SP1,expression,NCEH1
NCushing syndrome,CCND1*CDK4*CDK6,activation$phosphorylation,RB1
NCushing syndrome,PRKACA*PRKACB*PRKACG,activation$phosphorylation,RAP1A*RAP1B
NCushing syndrome,PBX1,expression,CYP11B1
NCushing syndrome,CDK2*CCNE1*CCNE2,activation$phosphorylation,RB1
NCushing syndrome,AGTR1,activation,GNA11*GNAQ
NCushing syndrome,PRKACA*PRKACB*PRKACG,activation$phosphorylation,CREB3*CREB1*ATF2*ATF6B*CREB3L4*ATF4*CREB3L2*CREB3L3*CREB3L1*CREB5
NCushing syndrome,PBX1,expression,CYP17A1
NCushing syndrome,RB1,missing interaction,E2F1*E2F2*E2F3
NCushing syndrome,BRAF,activation$phosphorylation,MAP2K1*MAP2K2
NCushing syndrome,PBX1,expression,STAR
NCushing syndrome,POMC,activation,MC2R*MRAP
NCushing syndrome,MAP2K1*MAP2K2,activation$phosphorylation,MAPK1*MAPK3
NCushing syndrome,PBX1,expression,NCEH1
NCushing syndrome,PRKACA*PRKACB*PRKACG,inhibition,KCNK2
NCushing syndrome,MAPK1*MAPK3,activation$phosphorylation,NR4A1
NCushing syndrome,CREB3*CREB1*ATF2*ATF6B*CREB3L4*ATF4*CREB3L2*CREB3L3*CREB3L1*CREB5,expression,CYP11B1
NCushing syndrome,GNA11*GNAQ,activation,PLCB1*PLCB2*PLCB3*PLCB4
NCushing syndrome,PRKACA*PRKACB*PRKACG,activation,NR5A1
NCushing syndrome,EGFR,activation$indirect effect,MAPK1*MAPK3
NCushing syndrome,CREB3*CREB1*ATF2*ATF6B*CREB3L4*ATF4*CREB3L2*CREB3L3*CREB3L1*CREB5,expression,CYP17A1
NCushing syndrome,PLCB1*PLCB2*PLCB3*PLCB4,activation,C01245
NCushing syndrome,PRKACA*PRKACB*PRKACG,activation,NR4A1
NCushing syndrome,USP8,activation,EGFR
NCushing syndrome,C01245,activation,ITPR1*ITPR2*ITPR3
NCushing syndrome,CREB3*CREB1*ATF2*ATF6B*CREB3L4*ATF4*CREB3L2*CREB3L3*CREB3L1*CREB5,expression,POMC
NCushing syndrome,MC2R,activation,GNAS
NCytosolic DNA-sensing pathway,NLRP3,activation,FADD*PYCARD*CASP1*CASP8*RIPK3*RIPK1
NCytosolic DNA-sensing pathway,CGAS,expression,C20640
NCytosolic DNA-sensing pathway,MEFV,activation,FADD*PYCARD*CASP1*CASP8*RIPK3*RIPK1
NCytosolic DNA-sensing pathway,C20640,activation$binding/association,STING1
NCytosolic DNA-sensing pathway,RIPK3,activation,MLKL
NCytosolic DNA-sensing pathway,NFKB1*RELA,expression,IL6
NCytosolic DNA-sensing pathway,CASP8,activation,CASP3*CASP7
NCytosolic DNA-sensing pathway,IRF3,expression,IFNA1*IFNA2*IFNA4*IFNA5*IFNA6*IFNA7*IFNA8*IFNA10*IFNA13*IFNA14*IFNA16*IFNA17*IFNA21
NCytosolic DNA-sensing pathway,MAVS,activation$indirect effect,NFKB1*RELA
NCytosolic DNA-sensing pathway,CASP3*CASP7,activation,GSDME
NCytosolic DNA-sensing pathway,IRF3,expression,IFNB1
NCytosolic DNA-sensing pathway,MAVS,binding/association,STING1
NCytosolic DNA-sensing pathway,CASP1,activation,GSDMD
NCytosolic DNA-sensing pathway,IRF7,expression,IFNA1*IFNA2*IFNA4*IFNA5*IFNA6*IFNA7*IFNA8*IFNA10*IFNA13*IFNA14*IFNA16*IFNA17*IFNA21
NCytosolic DNA-sensing pathway,STING1*ZDHHC1*ZDHHC11B*ZDHHC11,activation,TBK1
NCytosolic DNA-sensing pathway,CASP1,activation,IL1B
NCytosolic DNA-sensing pathway,IRF7,expression,IFNB1
NCytosolic DNA-sensing pathway,STING1*ZDHHC1*ZDHHC11B*ZDHHC11,activation,IKBKE
NCytosolic DNA-sensing pathway,CASP1,activation,IL18
NCytosolic DNA-sensing pathway,NFKB1*RELA,expression,IL6
NCytosolic DNA-sensing pathway,TBK1,binding/association,IRF3
NCytosolic DNA-sensing pathway,CASP1,activation,IL33
NCytosolic DNA-sensing pathway,NFKB1*RELA,expression,CCL4L1*CCL4*CCL4L2
NCytosolic DNA-sensing pathway,IKBKE,binding/association,IRF7
NCytosolic DNA-sensing pathway,C00039,activation$indirect effect,DDX58
NCytosolic DNA-sensing pathway,NFKB1*RELA,expression,CCL5
NCytosolic DNA-sensing pathway,ZBP1,activation,TBK1
NCytosolic DNA-sensing pathway,C00039,activation,DDX41
NCytosolic DNA-sensing pathway,NFKB1*RELA,expression,CXCL10
NCytosolic DNA-sensing pathway,ZBP1,activation,IKBKE
NCytosolic DNA-sensing pathway,C00039,activation,IFI16
NCytosolic DNA-sensing pathway,DNASE2*DNASE2B,inhibition$indirect effect,C00039
NCytosolic DNA-sensing pathway,ZBP1,binding/association,IRF3
NCytosolic DNA-sensing pathway,DDX41,activation,STING1
NCytosolic DNA-sensing pathway,TREX1,inhibition$indirect effect,C00039
NCytosolic DNA-sensing pathway,ZBP1,binding/association,IRF7
NCytosolic DNA-sensing pathway,IFI16,activation,STING1
NCytosolic DNA-sensing pathway,SAMHD1,inhibition$indirect effect,C00039
NCytosolic DNA-sensing pathway,ZBP1,binding/association,RIPK1
NCytosolic DNA-sensing pathway,ADAR,inhibition$indirect effect,C00039
NCytosolic DNA-sensing pathway,RIPK1,activation$phosphorylation,CHUK*IKBKB*IKBKG
NCytosolic DNA-sensing pathway,C00039,activation,CGAS
NCytosolic DNA-sensing pathway,CHUK*IKBKB*IKBKG,activation$phosphorylation,NFKBIA*NFKBIB
NCytosolic DNA-sensing pathway,C00039,activation,ZBP1
NCytosolic DNA-sensing pathway,NFKBIA*NFKBIB,dissociation,NFKB1*RELA
NCytosolic DNA-sensing pathway,C00039,activation,ZBP1
NCytosolic DNA-sensing pathway,DDX58,activation,MAVS
NCytosolic DNA-sensing pathway,ZBP1,binding/association,RIPK3
NCytosolic DNA-sensing pathway,C00039,activation,AIM2
NCytosolic DNA-sensing pathway,TBK1,binding/association,IRF7
NCytosolic DNA-sensing pathway,ZBP1,activation,FADD*PYCARD*CASP1*CASP8*RIPK3*RIPK1
NCytosolic DNA-sensing pathway,IKBKE,binding/association,IRF3
NCytosolic DNA-sensing pathway,AIM2,activation,FADD*PYCARD*CASP1*CASP8*RIPK3*RIPK1
NDopaminergic synapse,MAPK14*MAPK8*MAPK11*MAPK9*MAPK10*MAPK13*MAPK12,activation,FOS
NDopaminergic synapse,GSK3A*GSK3B,activation$indirect effect,ARNTL*CLOCK
NDopaminergic synapse,DRD2,inhibition$indirect effect,TH
NDopaminergic synapse,PRKCA*PRKCB*PRKCG,activation,FOS
NDopaminergic synapse,GNB5*GNAI1*GNAI2*GNAI3*GNAO1*GNB1*GNB2*GNB3*GNG3*GNG4*GNG5*GNG7*GNG10*GNG11*GNGT1*GNGT2*GNG13*GNG2*GNG12*GNB4*GNG8,inhibition,ADCY5
NDopaminergic synapse,PRKACA*PRKACB*PRKACG,activation$indirect effect,MAPK14*MAPK8*MAPK11*MAPK9*MAPK10*MAPK13*MAPK12
NDopaminergic synapse,GSK3A*GSK3B,inhibition$indirect effect,GRIA1*GRIA2*GRIA3*GRIA4*KIF5A*KIF5B*KIF5C
NDopaminergic synapse,GNB5*GNAI1*GNAI2*GNAI3*GNAO1*GNB1*GNB2*GNB3*GNG3*GNG4*GNG5*GNG7*GNG10*GNG11*GNGT1*GNGT2*GNG13*GNG2*GNG12*GNB4*GNG8,activation,PLCB1*PLCB2*PLCB3*PLCB4
NDopaminergic synapse,PRKACA*PRKACB*PRKACG,activation$phosphorylation,PPP1R1B
NDopaminergic synapse,GSK3A*GSK3B,inhibition$indirect effect,GRIN2A*GRIN2B
NDopaminergic synapse,CALML6*CALML5*CALM1*CALM2*CALM3*CALML3*CALML4,activation,CAMK2A*CAMK2B*CAMK2D*CAMK2G
